;Invoice ID;Branch;City;Customer type;Gender;Product line;Unit price;Quantity;Tax 5%;Total;Date;Time;Payment;cogs;gross margin percentage;gross income;Rating;name;age
280;136-08-6195;A;Yangon;Normal;Feminino;Casa e estilo de vida;69,96;8;27,984;587,664;2/15/2019;17:01;Cartão de Crédito;559,68;4,761,904,762;27,984;6,4;Yan da Rosa;18
281;523-38-0215;C;Naypyitaw;Normal;Masculino;Casa e estilo de vida;37,0;1;1,85;38,85;3/6/2019;13:29;Cartão de Crédito;37,0;4,761,904,762;1,85;7,9;Manuela Sá;22
282;490-29-1201;A;Yangon;Normal;Feminino;Sports and travel;15,34;1;0,767;16,107;1/6/2019;11:09;Dinheiro;15,34;4,761,904,762;0,767;6,5;Dr. Bento Gonçalves;43
283;667-92-0055;A;Yangon;Member;Masculino;Saúde e beleza;99,83;6;29,949;628,929;3/4/2019;15:02;pix;598,98;4,761,904,762;29,949;8,5;Yago Castro;50
284;565-17-3836;A;Yangon;Member;Feminino;Saúde e beleza;47,67;4;9,534;200,214;3/12/2019;14:21;Dinheiro;190,68;4,761,904,762;9,534;9,1;Maya Souza;19
285;498-41-1961;B;Mandalay;Normal;Masculino;Saúde e beleza;66,68;5;16,67;350,07;2/20/2019;18:01;Dinheiro;333,4;4,761,904,762;16,67;7,6;Maria Flor Melo;70
286;593-95-4461;C;Naypyitaw;Member;Masculino;Casa e estilo de vida;74,86;1;3,743;78,603;3/24/2019;14:49;Dinheiro;74,86;4,761,904,762;3,743;6,9;Liz Novais;37
287;226-71-3580;C;Naypyitaw;Normal;Feminino;Sports and travel;23,75;9;106,875;2,244,375;1/31/2019;12:02;Dinheiro;213,75;4,761,904,762;106,875;9,5;Zoe Nunes;68
288;283-79-9594;B;Mandalay;Normal;Feminino;Food and beverages;48,51;7;169,785;3,565,485;1/25/2019;13:30;Cartão de Crédito;339,57;4,761,904,762;169,785;5,2;Benício Novais;22
289;430-60-3493;A;Yangon;Member;Feminino;Casa e estilo de vida;94,88;7;33,208;697,368;2/3/2019;14:38;Dinheiro;664,16;4,761,904,762;33,208;4,2;Luiz Henrique Vargas;20
290;139-20-0155;B;Mandalay;Member;Masculino;Acessórios eletrônicos;40,3;10;20,15;423,15;1/24/2019;17:37;Cartão de Crédito;403,0;4,761,904,762;20,15;7,0;Nina Alves;35
291;558-80-4082;C;Naypyitaw;Normal;Masculino;Acessórios eletrônicos;27,85;7;97,475;2,046,975;3/14/2019;17:20;pix;194,95;4,761,904,762;97,475;6,0;Nicolas Vieira;26
292;278-97-7759;A;Yangon;Member;Feminino;Acessórios eletrônicos;62,48;1;3,124;65,604;2/18/2019;20:29;Dinheiro;62,48;4,761,904,762;3,124;4,7;Brayan Borges;40
293;316-68-6352;A;Yangon;Member;Feminino;Food and beverages;36,36;2;3,636;76,356;1/21/2019;10:00;Dinheiro;72,72;4,761,904,762;3,636;7,1;Dom da Mata;28
294;585-03-5943;B;Mandalay;Normal;Masculino;Saúde e beleza;18,11;10;9,055;190,155;3/13/2019;11:46;pix;181,1;4,761,904,762;9,055;5,9;Pedro da Rocha;24
295;211-05-0490;C;Naypyitaw;Member;Feminino;Acessórios eletrônicos;51,92;5;12,98;272,58;3/3/2019;13:42;Dinheiro;259,6;4,761,904,762;12,98;7,5;Dr. Felipe Duarte;22
296;727-75-6477;C;Naypyitaw;Normal;Masculino;Acessórios eletrônicos;28,84;4;5,768;121,128;3/29/2019;14:44;Dinheiro;115,36;4,761,904,762;5,768;6,4;Matteo Aparecida;67
297;744-02-5987;A;Yangon;Member;Masculino;Casa e estilo de vida;78,38;6;23,514;493,794;1/10/2019;14:16;pix;470,28;4,761,904,762;23,514;5,8;Nicolas Vieira;26
298;307-83-9164;A;Yangon;Member;Masculino;Casa e estilo de vida;60,01;4;12,002;252,042;1/25/2019;15:54;Dinheiro;240,04;4,761,904,762;12,002;4,5;Cecília Novaes;70
299;779-06-0012;C;Naypyitaw;Member;Feminino;Casa e estilo de vida;88,61;1;44,305;930,405;1/19/2019;10:21;Dinheiro;88,61;4,761,904,762;44,305;7,7;Daniela Santos;70
300;446-47-6729;C;Naypyitaw;Normal;Masculino;Fashion accessories;99,82;2;9,982;209,622;1/2/2019;18:09;Cartão de Crédito;199,64;4,761,904,762;9,982;6,7;Carolina Novais;47
301;573-10-3877;B;Mandalay;Member;Masculino;Saúde e beleza;39,01;1;19,505;409,605;3/12/2019;16:46;Cartão de Crédito;39,01;4,761,904,762;19,505;4,7;Ana Vitória Lopes;46
302;735-06-4124;C;Naypyitaw;Normal;Masculino;Food and beverages;48,61;1;24,305;510,405;2/25/2019;15:31;Dinheiro;48,61;4,761,904,762;24,305;4,4;Rhavi Machado;21
303;439-54-7422;A;Yangon;Normal;Feminino;Acessórios eletrônicos;51,19;4;10,238;214,998;3/18/2019;17:15;Cartão de Crédito;204,76;4,761,904,762;10,238;4,7;Alice Nascimento;33
304;396-90-2219;B;Mandalay;Normal;Feminino;Acessórios eletrônicos;14,96;8;5,984;125,664;2/23/2019;12:29;Dinheiro;119,68;4,761,904,762;5,984;8,6;Nina Teixeira;47
305;411-77-0180;A;Yangon;Member;Masculino;Acessórios eletrônicos;72,2;7;25,27;530,67;3/26/2019;20:14;pix;505,4;4,761,904,762;25,27;4,3;Henry da Cruz;37
306;286-01-5402;A;Yangon;Normal;Feminino;Sports and travel;40,23;7;140,805;2,956,905;3/30/2019;13:22;Dinheiro;281,61;4,761,904,762;140,805;9,6;Henry da Cruz;37
307;803-17-8013;A;Yangon;Member;Feminino;Casa e estilo de vida;88,79;8;35,516;745,836;2/17/2019;17:09;Dinheiro;710,32;4,761,904,762;35,516;4,1;Sofia da Conceição;21
308;512-98-1403;A;Yangon;Member;Feminino;Acessórios eletrônicos;26,48;3;3,972;83,412;3/21/2019;10:40;pix;79,44;4,761,904,762;3,972;4,7;Asafe Rocha;24
309;848-42-2560;A;Yangon;Normal;Feminino;Fashion accessories;81,91;2;8,191;172,011;3/5/2019;17:43;Dinheiro;163,82;4,761,904,762;8,191;7,8;Vinícius da Luz;30
310;532-59-7201;B;Mandalay;Member;Masculino;Sports and travel;79,93;6;23,979;503,559;1/31/2019;14:04;Dinheiro;479,58;4,761,904,762;23,979;5,5;Mirella Mendonça;22
311;181-94-6432;C;Naypyitaw;Member;Masculino;Fashion accessories;69,33;2;6,933;145,593;2/5/2019;19:05;pix;138,66;4,761,904,762;6,933;9,7;Pietra Garcia;48
312;870-76-1733;A;Yangon;Member;Feminino;Food and beverages;14,23;5;35,575;747,075;2/1/2019;10:08;Cartão de Crédito;71,15;4,761,904,762;35,575;4,4;Pietra Cirino;34
313;423-64-4619;A;Yangon;Member;Feminino;Saúde e beleza;15,55;9;69,975;1,469,475;3/7/2019;13:12;Dinheiro;139,95;4,761,904,762;69,975;5,0;Maya Souza;19
314;227-07-4446;C;Naypyitaw;Member;Feminino;Acessórios eletrônicos;78,13;10;39,065;820,365;2/10/2019;20:51;Dinheiro;781,3;4,761,904,762;39,065;4,4;Nina Teixeira;47
315;174-36-3675;C;Naypyitaw;Member;Masculino;Food and beverages;99,37;2;9,937;208,677;2/14/2019;17:29;Dinheiro;198,74;4,761,904,762;9,937;5,2;Milena Melo;28
316;428-83-5800;C;Naypyitaw;Member;Feminino;Food and beverages;21,08;3;3,162;66,402;2/9/2019;10:25;Dinheiro;63,24;4,761,904,762;3,162;7,3;Ian Cavalcanti;36
317;603-07-0961;C;Naypyitaw;Member;Masculino;Acessórios eletrônicos;74,79;5;186,975;3,926,475;1/10/2019;11:34;Dinheiro;373,95;4,761,904,762;186,975;4,9;Maysa Lopes;56
318;704-20-4138;C;Naypyitaw;Member;Feminino;Saúde e beleza;29,67;7;103,845;2,180,745;3/11/2019;18:58;Cartão de Crédito;207,69;4,761,904,762;103,845;8,1;Otávio Moraes;37
319;787-15-1757;C;Naypyitaw;Member;Masculino;Saúde e beleza;44,07;4;8,814;185,094;2/18/2019;16:28;pix;176,28;4,761,904,762;8,814;8,4;Luiz Miguel da Paz;60
320;649-11-3678;C;Naypyitaw;Normal;Feminino;Food and beverages;22,93;9;103,185;2,166,885;2/26/2019;20:26;Dinheiro;206,37;4,761,904,762;103,185;5,5;Paulo Fogaça;54
321;622-20-1945;C;Naypyitaw;Normal;Feminino;Saúde e beleza;39,42;1;1,971;41,391;1/18/2019;15:08;Dinheiro;39,42;4,761,904,762;1,971;8,4;Ísis Gonçalves;64
322;372-94-8041;A;Yangon;Normal;Masculino;Saúde e beleza;15,26;6;4,578;96,138;2/15/2019;18:03;pix;91,56;4,761,904,762;4,578;9,8;Nicolas Fogaça;50
323;563-91-7120;A;Yangon;Normal;Feminino;Fashion accessories;61,77;5;154,425;3,242,925;3/8/2019;13:21;Dinheiro;308,85;4,761,904,762;154,425;6,7;Juan Ramos;49
324;746-54-5508;A;Yangon;Normal;Masculino;Casa e estilo de vida;21,52;6;6,456;135,576;1/17/2019;12:48;Cartão de Crédito;129,12;4,761,904,762;6,456;9,4;Sra. Kamilly da Mata;26
325;276-54-0879;B;Mandalay;Normal;Masculino;Sports and travel;97,74;4;19,548;410,508;3/12/2019;19:53;pix;390,96;4,761,904,762;19,548;6,4;Davi Lucas da Paz;23
326;815-11-1168;A;Yangon;Member;Masculino;Food and beverages;99,78;5;24,945;523,845;3/9/2019;19:09;Dinheiro;498,9;4,761,904,762;24,945;5,4;Maria Eduarda Viana;24
327;719-76-3868;C;Naypyitaw;Member;Masculino;Food and beverages;94,26;4;18,852;395,892;3/12/2019;16:30;Dinheiro;377,04;4,761,904,762;18,852;8,6;Dra. Aylla Monteiro;46
328;730-61-8757;B;Mandalay;Member;Masculino;Saúde e beleza;51,13;4;10,226;214,746;1/25/2019;10:11;Cartão de Crédito;204,52;4,761,904,762;10,226;4,0;Dra. Fernanda Abreu;19
329;340-66-0321;A;Yangon;Member;Masculino;Acessórios eletrônicos;36,36;4;7,272;152,712;3/25/2019;13:07;Dinheiro;145,44;4,761,904,762;7,272;7,6;Felipe Nunes;56
330;868-81-1752;B;Mandalay;Normal;Masculino;Casa e estilo de vida;22,02;9;9,909;208,089;2/7/2019;18:48;Dinheiro;198,18;4,761,904,762;9,909;6,8;Sophie Camargo;53
331;634-97-8956;A;Yangon;Normal;Masculino;Food and beverages;32,9;3;4,935;103,635;2/17/2019;17:27;Cartão de Crédito;98,7;4,761,904,762;4,935;9,1;Dra. Fernanda Abreu;19
332;566-71-1091;A;Yangon;Normal;Masculino;Fashion accessories;77,02;5;19,255;404,355;2/3/2019;15:59;Dinheiro;385,1;4,761,904,762;19,255;5,5;Dr. Bento Gonçalves;43
333;442-48-3607;A;Yangon;Member;Masculino;Food and beverages;23,48;2;2,348;49,308;3/14/2019;11:21;Cartão de Crédito;46,96;4,761,904,762;2,348;7,9;Juan Ramos;49
334;835-16-0096;C;Naypyitaw;Member;Masculino;Sports and travel;14,7;5;3,675;77,175;3/24/2019;13:48;pix;73,5;4,761,904,762;3,675;8,5;Valentim Freitas;40
335;527-09-6272;A;Yangon;Member;Feminino;Acessórios eletrônicos;28,45;5;71,125;1,493,625;3/21/2019;10:17;Cartão de Crédito;142,25;4,761,904,762;71,125;9,1;Paulo Fogaça;54
336;898-04-2717;A;Yangon;Normal;Masculino;Fashion accessories;76,4;9;34,38;721,98;3/19/2019;15:49;pix;687,6;4,761,904,762;34,38;7,5;Sra. Daniela Câmara;25
337;692-27-8933;B;Mandalay;Normal;Feminino;Sports and travel;57,95;6;17,385;365,085;2/24/2019;13:02;Dinheiro;347,7;4,761,904,762;17,385;5,2;Thomas Aragão;60
338;633-09-3463;C;Naypyitaw;Normal;Feminino;Acessórios eletrônicos;47,65;3;71,475;1,500,975;3/28/2019;12:58;Cartão de Crédito;142,95;4,761,904,762;71,475;9,5;Théo Fonseca;44
339;374-17-3652;B;Mandalay;Member;Feminino;Food and beverages;42,82;9;19,269;404,649;2/5/2019;15:26;Cartão de Crédito;385,38;4,761,904,762;19,269;8,9;Eloá Porto;29
340;378-07-7001;B;Mandalay;Member;Masculino;Acessórios eletrônicos;48,09;3;72,135;1,514,835;2/10/2019;18:23;Cartão de Crédito;144,27;4,761,904,762;72,135;7,8;Daniela Santos;70
341;433-75-6987;B;Mandalay;Member;Feminino;Saúde e beleza;55,97;7;195,895;4,113,795;3/5/2019;19:06;pix;391,79;4,761,904,762;195,895;8,9;Isabella Montenegro;19
342;873-95-4984;B;Mandalay;Member;Feminino;Saúde e beleza;76,9;7;26,915;565,215;2/15/2019;20:21;Dinheiro;538,3;4,761,904,762;26,915;7,7;Agatha Nascimento;19
343;416-13-5917;C;Naypyitaw;Normal;Feminino;Food and beverages;97,03;5;242,575;5,094,075;1/30/2019;16:24;pix;485,15;4,761,904,762;242,575;9,3;Pietra Garcia;48
344;150-89-8043;A;Yangon;Normal;Masculino;Sports and travel;44,65;3;66,975;1,406,475;2/14/2019;15:04;Dinheiro;133,95;4,761,904,762;66,975;6,2;Eloá Mendes;52
345;135-84-8019;A;Yangon;Normal;Feminino;Fashion accessories;77,93;9;350,685;7,364,385;2/27/2019;16:10;pix;701,37;4,761,904,762;350,685;7,6;Maria Alice Pastor;35
346;441-94-7118;A;Yangon;Member;Masculino;Acessórios eletrônicos;71,95;1;35,975;755,475;2/4/2019;12:14;Dinheiro;71,95;4,761,904,762;35,975;7,3;Carolina Novais;47
347;725-96-3778;C;Naypyitaw;Member;Feminino;Casa e estilo de vida;89,25;8;35,7;749,7;1/20/2019;10:13;Dinheiro;714,0;4,761,904,762;35,7;4,7;Isabella Montenegro;19
348;531-80-1784;A;Yangon;Normal;Masculino;Acessórios eletrônicos;26,02;7;9,107;191,247;3/28/2019;17:38;Dinheiro;182,14;4,761,904,762;9,107;5,1;Rhavi Machado;21
349;400-45-1220;B;Mandalay;Normal;Feminino;Saúde e beleza;13,5;10;6,75;141,75;2/27/2019;11:06;Cartão de Crédito;135,0;4,761,904,762;6,75;4,8;Lunna Guerra;31
350;860-79-0874;C;Naypyitaw;Member;Feminino;Fashion accessories;99,3;10;49,65;1042,65;2/15/2019;14:53;Cartão de Crédito;993,0;4,761,904,762;49,65;6,6;Maria Luísa Porto;32
351;834-61-8124;A;Yangon;Normal;Masculino;Acessórios eletrônicos;51,69;7;180,915;3,799,215;1/26/2019;18:22;Dinheiro;361,83;4,761,904,762;180,915;5,5;Nina Teixeira;47
352;115-99-4379;B;Mandalay;Member;Feminino;Fashion accessories;54,73;7;191,555;4,022,655;3/14/2019;19:02;Cartão de Crédito;383,11;4,761,904,762;191,555;8,5;Maria Clara Oliveira;19
353;565-67-6697;B;Mandalay;Member;Masculino;Casa e estilo de vida;27,0;9;12,15;255,15;3/2/2019;14:16;Dinheiro;243,0;4,761,904,762;12,15;4,8;Sr. Antony Melo;25
354;320-49-6392;C;Naypyitaw;Normal;Feminino;Acessórios eletrônicos;30,24;1;1,512;31,752;3/4/2019;15:44;Dinheiro;30,24;4,761,904,762;1,512;8,4;Nina Araújo;39
355;889-04-9723;B;Mandalay;Member;Feminino;Food and beverages;89,14;4;17,828;374,388;1/7/2019;12:20;Cartão de Crédito;356,56;4,761,904,762;17,828;7,8;Nicolas Nogueira;67
356;632-90-0281;C;Naypyitaw;Normal;Feminino;Fashion accessories;37,55;10;18,775;394,275;3/8/2019;20:01;Cartão de Crédito;375,5;4,761,904,762;18,775;9,3;Clara Rodrigues;65
357;554-42-2417;C;Naypyitaw;Normal;Feminino;Sports and travel;95,44;10;47,72;1002,12;1/9/2019;13:45;Dinheiro;954,4;4,761,904,762;47,72;5,2;Ayla Peixoto;20
358;453-63-6187;B;Mandalay;Normal;Masculino;Acessórios eletrônicos;27,5;3;4,125;86,625;3/1/2019;15:40;pix;82,5;4,761,904,762;4,125;6,5;Felipe Silva;34
359;578-80-7669;B;Mandalay;Normal;Masculino;Sports and travel;74,97;1;37,485;787,185;3/16/2019;16:58;Dinheiro;74,97;4,761,904,762;37,485;5,6;Nicolas Guerra;59
360;612-36-5536;A;Yangon;Member;Masculino;Food and beverages;80,96;8;32,384;680,064;2/17/2019;11:12;Cartão de Crédito;647,68;4,761,904,762;32,384;7,4;Yago Castro;50
361;605-72-4132;C;Naypyitaw;Normal;Feminino;Food and beverages;94,47;8;37,788;793,548;2/27/2019;15:12;Dinheiro;755,76;4,761,904,762;37,788;9,1;Nina Alves;35
362;471-41-2823;C;Naypyitaw;Normal;Masculino;Food and beverages;99,79;2;9,979;209,559;3/7/2019;20:37;pix;199,58;4,761,904,762;9,979;8,0;Sr. Felipe Silva;34
363;462-67-9126;A;Yangon;Normal;Masculino;Casa e estilo de vida;73,22;6;21,966;461,286;1/21/2019;17:44;Dinheiro;439,32;4,761,904,762;21,966;7,2;Maria Fernanda Pimenta;46
364;272-27-9238;C;Naypyitaw;Normal;Feminino;Food and beverages;41,24;4;8,248;173,208;2/19/2019;16:23;Dinheiro;164,96;4,761,904,762;8,248;7,1;Carolina Novais;47
365;834-25-9262;C;Naypyitaw;Normal;Feminino;Fashion accessories;81,68;4;16,336;343,056;1/6/2019;12:12;Dinheiro;326,72;4,761,904,762;16,336;9,1;Lara Souza;61
366;122-61-9553;C;Naypyitaw;Normal;Feminino;Acessórios eletrônicos;51,32;9;23,094;484,974;3/14/2019;19:33;Dinheiro;461,88;4,761,904,762;23,094;5,6;Valentina Borges;61
367;468-88-0009;A;Yangon;Member;Masculino;Casa e estilo de vida;65,94;4;13,188;276,948;3/24/2019;10:29;Dinheiro;263,76;4,761,904,762;13,188;6,0;Srta. Carolina Novais;47
368;613-59-9758;C;Naypyitaw;Normal;Feminino;Sports and travel;14,36;10;7,18;150,78;1/27/2019;14:28;Dinheiro;143,6;4,761,904,762;7,18;5,4;Felipe Silva;34
369;254-31-0042;A;Yangon;Member;Masculino;Acessórios eletrônicos;21,5;9;9,675;203,175;3/6/2019;12:46;Cartão de Crédito;193,5;4,761,904,762;9,675;7,8;Yasmin Rios;29
370;201-86-2184;B;Mandalay;Member;Feminino;Acessórios eletrônicos;26,26;7;9,191;193,011;2/2/2019;19:40;Dinheiro;183,82;4,761,904,762;9,191;9,9;Luna Araújo;58
371;261-12-8671;B;Mandalay;Normal;Feminino;Fashion accessories;60,96;2;6,096;128,016;1/25/2019;19:39;Cartão de Crédito;121,92;4,761,904,762;6,096;4,9;Sarah Sampaio;41
372;730-70-9830;C;Naypyitaw;Normal;Feminino;Casa e estilo de vida;70,11;6;21,033;441,693;3/14/2019;17:54;pix;420,66;4,761,904,762;21,033;5,2;Henry da Cruz;37
373;382-25-8917;C;Naypyitaw;Normal;Masculino;Fashion accessories;42,08;6;12,624;265,104;1/29/2019;12:25;Dinheiro;252,48;4,761,904,762;12,624;8,9;José Miguel Teixeira;24
374;422-29-8786;A;Yangon;Normal;Feminino;Casa e estilo de vida;67,09;5;167,725;3,522,225;1/3/2019;16:47;Cartão de Crédito;335,45;4,761,904,762;167,725;9,1;Isabella Pacheco;62
375;667-23-5919;A;Yangon;Member;Feminino;Fashion accessories;96,7;5;24,175;507,675;1/14/2019;12:52;pix;483,5;4,761,904,762;24,175;7,0;Vitor Cavalcanti;65
376;843-01-4703;B;Mandalay;Member;Feminino;Casa e estilo de vida;35,38;9;15,921;334,341;1/5/2019;19:50;Cartão de Crédito;318,42;4,761,904,762;15,921;9,6;Nicolas Fogaça;50
377;743-88-1662;C;Naypyitaw;Normal;Masculino;Sports and travel;95,49;7;334,215;7,018,515;2/22/2019;18:17;pix;668,43;4,761,904,762;334,215;8,7;Olívia Jesus;19
378;595-86-2894;C;Naypyitaw;Member;Masculino;Fashion accessories;96,98;4;19,396;407,316;2/6/2019;17:20;pix;387,92;4,761,904,762;19,396;9,4;Carolina Novais;47
379;182-69-8360;B;Mandalay;Normal;Feminino;Acessórios eletrônicos;23,65;4;4,73;99,33;1/30/2019;13:32;Cartão de Crédito;94,6;4,761,904,762;4,73;4,0;Jade Melo;54
380;289-15-7034;A;Yangon;Member;Masculino;Sports and travel;82,33;4;16,466;345,786;1/11/2019;10:37;Cartão de Crédito;329,32;4,761,904,762;16,466;7,5;Luiz Henrique Aparecida;42
381;462-78-5240;C;Naypyitaw;Normal;Feminino;Acessórios eletrônicos;26,61;2;2,661;55,881;3/19/2019;14:35;Dinheiro;53,22;4,761,904,762;2,661;4,2;Bianca da Luz;49
382;868-52-7573;B;Mandalay;Normal;Feminino;Food and beverages;99,69;5;249,225;5,233,725;1/14/2019;12:09;Dinheiro;498,45;4,761,904,762;249,225;9,9;Emanuel da Paz;46
383;153-58-4872;C;Naypyitaw;Member;Feminino;Food and beverages;74,89;4;14,978;314,538;3/1/2019;15:32;pix;299,56;4,761,904,762;14,978;4,2;Pietra Garcia;48
384;662-72-2873;A;Yangon;Normal;Feminino;Food and beverages;40,94;5;10,235;214,935;1/6/2019;13:58;pix;204,7;4,761,904,762;10,235;9,9;Gabrielly Garcia;61
385;525-88-7307;B;Mandalay;Member;Masculino;Sports and travel;75,82;1;3,791;79,611;1/31/2019;13:19;Dinheiro;75,82;4,761,904,762;3,791;5,8;Maria Alice Sales;58
386;689-16-9784;C;Naypyitaw;Normal;Masculino;Food and beverages;46,77;6;14,031;294,651;3/11/2019;13:37;Dinheiro;280,62;4,761,904,762;14,031;6,0;Dr. Bento Gonçalves;43
387;725-56-0833;A;Yangon;Normal;Feminino;Saúde e beleza;32,32;10;16,16;339,36;2/20/2019;16:49;Cartão de Crédito;323,2;4,761,904,762;16,16;10,0;Maitê Pacheco;63
388;394-41-0748;C;Naypyitaw;Member;Feminino;Fashion accessories;54,07;9;243,315;5,109,615;1/27/2019;14:55;pix;486,63;4,761,904,762;243,315;9,5;Srta. Clara Rodrigues;65
389;596-42-3999;B;Mandalay;Normal;Masculino;Food and beverages;18,22;7;6,377;133,917;3/10/2019;14:04;Cartão de Crédito;127,54;4,761,904,762;6,377;6,6;Matteo Aparecida;67
390;541-89-9860;C;Naypyitaw;Member;Feminino;Fashion accessories;80,48;3;12,072;253,512;2/15/2019;12:31;Dinheiro;241,44;4,761,904,762;12,072;8,1;Maitê Pacheco;63
391;173-82-9529;B;Mandalay;Normal;Feminino;Fashion accessories;37,95;10;18,975;398,475;1/26/2019;14:51;Dinheiro;379,5;4,761,904,762;18,975;9,7;Luiz Henrique Vargas;20
392;563-36-9814;A;Yangon;Member;Masculino;Acessórios eletrônicos;76,82;1;3,841;80,661;2/13/2019;18:27;pix;76,82;4,761,904,762;3,841;7,2;Henry Dias;70
393;308-47-4913;A;Yangon;Member;Feminino;Sports and travel;52,26;10;26,13;548,73;3/9/2019;12:45;Cartão de Crédito;522,6;4,761,904,762;26,13;6,2;Otávio Moraes;37
394;885-17-6250;A;Yangon;Normal;Feminino;Saúde e beleza;79,74;1;3,987;83,727;3/6/2019;10:36;pix;79,74;4,761,904,762;3,987;7,3;Théo Fonseca;44
395;726-27-2396;A;Yangon;Normal;Feminino;Saúde e beleza;77,5;5;19,375;406,875;1/24/2019;20:36;pix;387,5;4,761,904,762;19,375;4,3;Gabrielly Garcia;61
396;316-01-3952;A;Yangon;Normal;Feminino;Food and beverages;54,27;5;135,675;2,849,175;3/13/2019;14:16;pix;271,35;4,761,904,762;135,675;4,6;Vitor Hugo Castro;29
397;760-54-1821;B;Mandalay;Normal;Masculino;Casa e estilo de vida;13,59;9;61,155;1,284,255;3/15/2019;10:26;Dinheiro;122,31;4,761,904,762;61,155;5,8;Maria Clara Oliveira;19
398;793-10-3222;B;Mandalay;Member;Feminino;Saúde e beleza;41,06;6;12,318;258,678;3/5/2019;13:30;Cartão de Crédito;246,36;4,761,904,762;12,318;8,3;Brayan Silveira;59
399;346-12-3257;B;Mandalay;Member;Masculino;Acessórios eletrônicos;19,24;9;8,658;181,818;3/4/2019;16:28;Dinheiro;173,16;4,761,904,762;8,658;8,0;Matteo Aparecida;67
400;110-05-6330;C;Naypyitaw;Normal;Feminino;Food and beverages;39,43;6;11,829;248,409;3/25/2019;20:18;Cartão de Crédito;236,58;4,761,904,762;11,829;9,4;Nina Araújo;39
401;651-61-0874;C;Naypyitaw;Normal;Masculino;Casa e estilo de vida;46,22;4;9,244;194,124;3/12/2019;20:04;Cartão de Crédito;184,88;4,761,904,762;9,244;6,2;Davi Lucca Guerra;27
402;236-86-3015;C;Naypyitaw;Member;Masculino;Casa e estilo de vida;13,98;1;0,699;14,679;2/4/2019;13:38;pix;13,98;4,761,904,762;0,699;9,8;Mateus Sampaio;60
403;831-64-0259;B;Mandalay;Normal;Feminino;Fashion accessories;39,75;5;99,375;2,086,875;2/22/2019;10:43;pix;198,75;4,761,904,762;99,375;9,6;Cecília Castro;21
404;587-03-7455;C;Naypyitaw;Member;Feminino;Fashion accessories;97,79;7;342,265;7,187,565;2/16/2019;17:30;pix;684,53;4,761,904,762;342,265;4,9;Brenda Pereira;65
405;882-40-4577;A;Yangon;Member;Masculino;Sports and travel;67,26;4;13,452;282,492;1/19/2019;15:28;Cartão de Crédito;269,04;4,761,904,762;13,452;8,0;Luiz Miguel da Paz;60
406;732-67-5346;A;Yangon;Normal;Masculino;Food and beverages;13,79;5;34,475;723,975;1/11/2019;19:07;Cartão de Crédito;68,95;4,761,904,762;34,475;7,8;Nina Araújo;39
407;725-32-9708;B;Mandalay;Member;Feminino;Fashion accessories;68,71;4;13,742;288,582;1/4/2019;19:01;Dinheiro;274,84;4,761,904,762;13,742;4,1;João Lucas Almeida;69
408;256-08-8343;A;Yangon;Normal;Feminino;Casa e estilo de vida;56,53;4;11,306;237,426;3/4/2019;19:48;pix;226,12;4,761,904,762;11,306;5,5;Maria Helena Guerra;41
409;372-26-1506;C;Naypyitaw;Normal;Feminino;Fashion accessories;23,82;5;5,955;125,055;1/28/2019;19:24;pix;119,1;4,761,904,762;5,955;5,4;Yan da Rosa;18
410;244-08-0162;B;Mandalay;Normal;Feminino;Saúde e beleza;34,21;10;17,105;359,205;1/2/2019;13:00;Dinheiro;342,1;4,761,904,762;17,105;5,1;Nina Teixeira;47
411;569-71-4390;B;Mandalay;Normal;Masculino;Sports and travel;21,87;2;2,187;45,927;1/25/2019;14:29;pix;43,74;4,761,904,762;2,187;6,9;Srta. Maria Flor Pereira;30
412;132-23-6451;A;Yangon;Member;Masculino;Saúde e beleza;20,97;5;52,425;1,100,925;1/4/2019;13:21;Dinheiro;104,85;4,761,904,762;52,425;7,8;Bento Rezende;33
413;696-90-2548;A;Yangon;Normal;Masculino;Sports and travel;25,84;3;3,876;81,396;3/10/2019;18:55;pix;77,52;4,761,904,762;3,876;6,6;Gustavo Henrique Sales;37
414;472-15-9636;A;Yangon;Normal;Masculino;Casa e estilo de vida;50,93;8;20,372;427,812;3/22/2019;19:36;pix;407,44;4,761,904,762;20,372;9,2;Pietra Garcia;48
415;268-03-6164;B;Mandalay;Normal;Masculino;Saúde e beleza;96,11;1;48,055;1,009,155;1/25/2019;16:28;pix;96,11;4,761,904,762;48,055;7,8;Aurora Casa Grande;51
416;750-57-9686;C;Naypyitaw;Normal;Feminino;Casa e estilo de vida;45,38;4;9,076;190,596;1/8/2019;13:48;Cartão de Crédito;181,52;4,761,904,762;9,076;8,7;Henry Dias;70
417;186-09-3669;C;Naypyitaw;Member;Feminino;Saúde e beleza;81,51;1;40,755;855,855;1/22/2019;10:57;pix;81,51;4,761,904,762;40,755;9,2;Maria Julia Fernandes;61
418;848-07-1692;B;Mandalay;Normal;Feminino;Saúde e beleza;57,22;2;5,722;120,162;1/12/2019;17:13;pix;114,44;4,761,904,762;5,722;8,3;Pietro Alves;47
419;745-71-3520;A;Yangon;Member;Feminino;Acessórios eletrônicos;25,22;7;8,827;185,367;2/4/2019;10:23;Dinheiro;176,54;4,761,904,762;8,827;8,2;Ana Cecília Borges;31
